İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Isparta,Sütçüler,139,4+1,23,14,Kombi,Var,Var,Evet,1053439
Isparta,Sütçüler,228,1+1,10,6,Kombi,Var,Yok,Hayır,1457692
Isparta,Sütçüler,233,3+1,19,1,Kombi,Yok,Var,Evet,1172162
Isparta,Sütçüler,67,3+1,27,19,Soba,Var,Yok,Hayır,702371
Isparta,Uluborlu,68,4+1,11,15,Merkezi,Var,Var,Evet,586592
Isparta,Uluborlu,155,2+1,27,0,Kombi,Var,Yok,Evet,851050
Isparta,Uluborlu,113,2+1,14,11,Soba,Var,Yok,Evet,796404
Isparta,Uluborlu,58,2+1,18,9,Soba,Yok,Yok,Hayır,561298
Isparta,Uluborlu,197,3+1,5,8,Soba,Var,Yok,Evet,1283151
Isparta,Uluborlu,60,2+1,18,16,Merkezi,Yok,Yok,Evet,610120
Isparta,Uluborlu,232,4+1,26,1,Soba,Var,Var,Hayır,1443304
Isparta,Uluborlu,191,4+1,17,20,Merkezi,Var,Yok,Hayır,1065253
Isparta,Uluborlu,176,1+1,24,15,Soba,Yok,Var,Evet,1011776
Isparta,Uluborlu,187,4+1,26,5,Kombi,Var,Var,Evet,1070395
Isparta,Yalvaç,148,1+1,18,10,Kombi,Yok,Yok,Evet,938424
Isparta,Yalvaç,242,4+1,8,0,Kombi,Yok,Yok,Evet,1396072
Isparta,Yalvaç,81,4+1,1,11,Soba,Yok,Yok,Hayır,764419
Isparta,Yalvaç,210,2+1,5,20,Kombi,Var,Yok,Hayır,1275910
Isparta,Yalvaç,86,3+1,30,13,Kombi,Yok,Var,Hayır,654302
Isparta,Yalvaç,228,4+1,9,6,Kombi,Yok,Var,Hayır,1143280
Isparta,Yalvaç,207,4+1,7,8,Kombi,Yok,Var,Hayır,1051015
Isparta,Yalvaç,128,4+1,4,14,Merkezi,Var,Yok,Evet,852736
Isparta,Yalvaç,139,4+1,2,5,Merkezi,Yok,Yok,Hayır,1010905
Isparta,Yalvaç,224,4+1,15,9,Kombi,Yok,Var,Evet,1299808
Isparta,Yenişarbademli,221,3+1,22,19,Kombi,Yok,Yok,Hayır,1181235
Isparta,Yenişarbademli,188,4+1,5,7,Merkezi,Var,Var,Evet,1310860
Isparta,Yenişarbademli,99,4+1,13,11,Kombi,Var,Var,Hayır,890050
Isparta,Yenişarbademli,197,4+1,21,18,Kombi,Yok,Var,Hayır,1204154
Isparta,Yenişarbademli,232,1+1,12,16,Soba,Var,Var,Evet,1422424
Isparta,Yenişarbademli,112,3+1,15,1,Merkezi,Yok,Yok,Hayır,824368
Isparta,Yenişarbademli,174,4+1,21,14,Merkezi,Yok,Yok,Evet,1011262
Isparta,Yenişarbademli,114,4+1,8,14,Kombi,Var,Var,Hayır,853378
Isparta,Yenişarbademli,160,1+1,26,18,Soba,Yok,Var,Hayır,1154080
Isparta,Yenişarbademli,183,1+1,0,8,Soba,Var,Yok,Hayır,1189096
Isparta,Şarkikaraağaç,66,2+1,29,11,Soba,Yok,Yok,Hayır,680896
Isparta,Şarkikaraağaç,194,4+1,13,9,Merkezi,Yok,Var,Hayır,1051646
Isparta,Şarkikaraağaç,123,2+1,3,18,Merkezi,Var,Yok,Evet,767893
Isparta,Şarkikaraağaç,196,4+1,5,15,Soba,Var,Var,Evet,1200072
Isparta,Şarkikaraağaç,111,2+1,27,2,Kombi,Yok,Var,Evet,689266
Isparta,Şarkikaraağaç,171,2+1,12,7,Soba,Yok,Var,Evet,899491
Isparta,Şarkikaraağaç,218,4+1,1,12,Soba,Yok,Var,Evet,951322
Isparta,Şarkikaraağaç,215,2+1,11,20,Kombi,Yok,Var,Evet,1218290
Isparta,Şarkikaraağaç,58,1+1,13,4,Merkezi,Var,Yok,Evet,660710
Isparta,Şarkikaraağaç,200,4+1,4,9,Merkezi,Yok,Yok,Evet,1213000
Iğdır,Aralık,188,1+1,10,0,Kombi,Yok,Var,Hayır,998592
Iğdır,Aralık,145,3+1,23,10,Soba,Yok,Yok,Evet,843120
Iğdır,Aralık,120,4+1,9,12,Soba,Var,Var,Hayır,837760
Iğdır,Aralık,174,3+1,11,0,Soba,Var,Var,Hayır,1187872
Iğdır,Aralık,243,2+1,1,1,Soba,Yok,Yok,Hayır,1191937
Iğdır,Aralık,77,1+1,13,18,Kombi,Yok,Yok,Hayır,660953
Iğdır,Aralık,146,1+1,5,3,Merkezi,Var,Yok,Evet,962246
Iğdır,Aralık,68,3+1,9,7,Kombi,Yok,Var,Evet,678800
Iğdır,Aralık,124,4+1,5,18,Kombi,Yok,Yok,Hayır,829660
Iğdır,Aralık,178,2+1,5,12,Kombi,Yok,Var,Hayır,1045784
Iğdır,Iğdır Merkez,178,2+1,1,10,Soba,Var,Var,Evet,1305734
Iğdır,Iğdır Merkez,142,4+1,12,11,Merkezi,Yok,Yok,Hayır,1160222
Iğdır,Iğdır Merkez,213,1+1,10,8,Soba,Var,Yok,Evet,1384156
Iğdır,Iğdır Merkez,59,3+1,8,5,Soba,Var,Yok,Hayır,893166
Iğdır,Iğdır Merkez,180,3+1,22,20,Merkezi,Var,Var,Hayır,1524760
Iğdır,Iğdır Merkez,128,2+1,24,14,Kombi,Var,Var,Evet,1131744
Iğdır,Iğdır Merkez,214,1+1,27,15,Merkezi,Yok,Yok,Evet,1634324
Iğdır,Iğdır Merkez,151,2+1,0,4,Kombi,Var,Yok,Evet,1258247
Iğdır,Iğdır Merkez,141,3+1,19,7,Kombi,Yok,Var,Hayır,1087186
Iğdır,Iğdır Merkez,57,2+1,17,20,Soba,Yok,Yok,Hayır,924865
Iğdır,Karakoyunlu,221,4+1,8,0,Kombi,Var,Var,Hayır,982335
Iğdır,Karakoyunlu,152,4+1,15,10,Kombi,Yok,Var,Hayır,855696
Iğdır,Karakoyunlu,221,2+1,15,6,Soba,Var,Yok,Hayır,1078028
Iğdır,Karakoyunlu,186,4+1,5,9,Kombi,Yok,Yok,Evet,1085410
Iğdır,Karakoyunlu,212,4+1,6,10,Kombi,Yok,Var,Evet,1039604
Iğdır,Karakoyunlu,225,1+1,18,6,Kombi,Var,Yok,Hayır,1500700
Iğdır,Karakoyunlu,60,4+1,27,14,Kombi,Yok,Var,Hayır,638560
Iğdır,Karakoyunlu,85,3+1,30,8,Kombi,Yok,Yok,Evet,648540
Iğdır,Karakoyunlu,105,2+1,29,11,Merkezi,Var,Var,Evet,921745
Iğdır,Karakoyunlu,59,4+1,16,13,Kombi,Var,Var,Hayır,555052
Iğdır,Tuzluca,121,4+1,24,11,Soba,Var,Var,Evet,760580
Iğdır,Tuzluca,89,3+1,1,20,Soba,Yok,Yok,Evet,666466
Iğdır,Tuzluca,110,2+1,19,11,Merkezi,Var,Yok,Evet,865630
Iğdır,Tuzluca,193,4+1,6,8,Merkezi,Var,Yok,Hayır,1051761
Iğdır,Tuzluca,156,3+1,2,8,Merkezi,Yok,Var,Hayır,908404
Iğdır,Tuzluca,176,4+1,14,1,Merkezi,Yok,Var,Hayır,1271904
Iğdır,Tuzluca,118,1+1,6,14,Merkezi,Var,Var,Hayır,980678
Iğdır,Tuzluca,222,1+1,28,5,Merkezi,Yok,Var,Hayır,1023598
Iğdır,Tuzluca,87,4+1,26,14,Merkezi,Var,Var,Evet,730948
Iğdır,Tuzluca,116,3+1,10,16,Merkezi,Yok,Var,Hayır,788252
Kahramanmaraş,Afşin,146,2+1,20,4,Merkezi,Yok,Yok,Hayır,774782
Kahramanmaraş,Afşin,68,3+1,27,3,Soba,Yok,Yok,Evet,664860
Kahramanmaraş,Afşin,247,1+1,8,15,Kombi,Yok,Yok,Evet,1028368
Kahramanmaraş,Afşin,156,4+1,18,5,Merkezi,Yok,Yok,Hayır,809812
Kahramanmaraş,Afşin,165,2+1,18,2,Kombi,Var,Var,Evet,1143160
Kahramanmaraş,Afşin,171,4+1,1,6,Soba,Var,Yok,Evet,917959
Kahramanmaraş,Afşin,172,4+1,3,19,Kombi,Var,Yok,Hayır,1058416
Kahramanmaraş,Afşin,137,2+1,10,6,Soba,Var,Yok,Hayır,845387
Kahramanmaraş,Afşin,170,4+1,20,6,Kombi,Yok,Var,Evet,912720
Kahramanmaraş,Afşin,91,4+1,17,14,Kombi,Var,Var,Evet,835162
Kahramanmaraş,Andırın,138,3+1,1,7,Kombi,Yok,Yok,Hayır,986914
Kahramanmaraş,Andırın,97,2+1,29,19,Merkezi,Yok,Var,Hayır,881508
Kahramanmaraş,Andırın,61,1+1,22,5,Merkezi,Var,Yok,Evet,583854
Kahramanmaraş,Andırın,131,3+1,1,12,Merkezi,Yok,Var,Evet,944043
Kahramanmaraş,Andırın,107,4+1,4,2,Merkezi,Var,Yok,Hayır,711477
Kahramanmaraş,Andırın,160,2+1,2,12,Merkezi,Yok,Yok,Evet,845760
Kahramanmaraş,Andırın,245,2+1,25,18,Kombi,Yok,Yok,Hayır,1395925
Kahramanmaraş,Andırın,242,1+1,6,13,Merkezi,Yok,Yok,Evet,1230060
Kahramanmaraş,Andırın,153,1+1,11,10,Kombi,Yok,Yok,Hayır,900310
Kahramanmaraş,Andırın,192,1+1,27,2,Kombi,Yok,Var,Hayır,1305664
Kahramanmaraş,Dulkadiroğlu,114,3+1,22,3,Merkezi,Var,Var,Hayır,688306
Kahramanmaraş,Dulkadiroğlu,227,3+1,20,20,Kombi,Yok,Yok,Hayır,1342958
Kahramanmaraş,Dulkadiroğlu,131,3+1,12,11,Merkezi,Var,Var,Hayır,736670
Kahramanmaraş,Dulkadiroğlu,63,1+1,18,11,Kombi,Yok,Yok,Evet,651370
Kahramanmaraş,Dulkadiroğlu,181,2+1,13,7,Kombi,Var,Var,Evet,1178119
Kahramanmaraş,Dulkadiroğlu,224,2+1,29,1,Soba,Var,Var,Hayır,1053632
Kahramanmaraş,Dulkadiroğlu,147,3+1,23,12,Merkezi,Var,Var,Evet,978886
Kahramanmaraş,Dulkadiroğlu,174,1+1,8,10,Merkezi,Yok,Var,Evet,860578
Kahramanmaraş,Dulkadiroğlu,225,3+1,14,17,Soba,Var,Yok,Hayır,1506775
Kahramanmaraş,Dulkadiroğlu,153,3+1,18,13,Merkezi,Yok,Yok,Evet,789538
Kahramanmaraş,Ekinözü,177,4+1,6,0,Kombi,Yok,Var,Evet,880732
Kahramanmaraş,Ekinözü,159,1+1,26,17,Merkezi,Yok,Var,Evet,892900
Kahramanmaraş,Ekinözü,121,1+1,27,19,Merkezi,Yok,Var,Hayır,839956
Kahramanmaraş,Ekinözü,82,1+1,30,9,Kombi,Yok,Yok,Hayır,719308
Kahramanmaraş,Ekinözü,60,4+1,23,3,Kombi,Var,Var,Evet,551680
Kahramanmaraş,Ekinözü,188,3+1,13,18,Soba,Var,Yok,Hayır,938996
Kahramanmaraş,Ekinözü,240,1+1,2,10,Merkezi,Yok,Yok,Hayır,1138960
Kahramanmaraş,Ekinözü,162,1+1,2,5,Merkezi,Yok,Yok,Hayır,931360
Kahramanmaraş,Ekinözü,231,1+1,15,0,Soba,Yok,Var,Hayır,1083067
Kahramanmaraş,Ekinözü,98,2+1,29,14,Soba,Yok,Var,Evet,882356
Kahramanmaraş,Elbistan,117,3+1,25,18,Soba,Yok,Var,Hayır,843079
Kahramanmaraş,Elbistan,72,4+1,21,9,Kombi,Yok,Yok,Evet,669424
Kahramanmaraş,Elbistan,114,2+1,25,0,Merkezi,Var,Var,Evet,712018
Kahramanmaraş,Elbistan,201,2+1,12,9,Kombi,Var,Yok,Hayır,1334248
Kahramanmaraş,Elbistan,150,3+1,3,1,Merkezi,Yok,Yok,Evet,776050
Kahramanmaraş,Elbistan,84,3+1,24,15,Soba,Var,Var,Evet,745912
Kahramanmaraş,Elbistan,67,4+1,12,17,Soba,Yok,Var,Evet,718786
Kahramanmaraş,Elbistan,128,2+1,20,11,Merkezi,Var,Var,Hayır,858240
Kahramanmaraş,Elbistan,77,3+1,9,11,Merkezi,Var,Yok,Hayır,762747
Kahramanmaraş,Elbistan,125,4+1,15,17,Kombi,Yok,Var,Evet,842750
Kahramanmaraş,Göksun,83,1+1,6,14,Merkezi,Var,Yok,Evet,642858
Kahramanmaraş,Göksun,57,3+1,21,5,Soba,Var,Yok,Hayır,547744
Kahramanmaraş,Göksun,112,4+1,14,5,Soba,Yok,Yok,Hayır,886528
Kahramanmaraş,Göksun,160,4+1,17,12,Kombi,Var,Var,Evet,1091040
Kahramanmaraş,Göksun,109,2+1,9,17,Soba,Yok,Yok,Hayır,781500
Kahramanmaraş,Göksun,213,1+1,3,20,Merkezi,Yok,Yok,Evet,1081387
Kahramanmaraş,Göksun,84,3+1,29,6,Soba,Var,Yok,Evet,742384
Kahramanmaraş,Göksun,105,4+1,10,11,Merkezi,Yok,Yok,Evet,815065
Kahramanmaraş,Göksun,74,4+1,8,9,Soba,Var,Var,Evet,689710
Kahramanmaraş,Göksun,182,2+1,3,8,Kombi,Var,Yok,Hayır,1131822
Kahramanmaraş,Nurhak,93,2+1,14,16,Kombi,Yok,Yok,Evet,637336
Kahramanmaraş,Nurhak,71,2+1,11,0,Soba,Yok,Yok,Evet,728588
Kahramanmaraş,Nurhak,88,1+1,14,20,Soba,Var,Var,Evet,620704
Kahramanmaraş,Nurhak,215,3+1,21,17,Kombi,Yok,Var,Evet,1017480
Kahramanmaraş,Nurhak,185,1+1,6,12,Merkezi,Var,Yok,Evet,1286705
Kahramanmaraş,Nurhak,232,2+1,15,8,Kombi,Var,Yok,Hayır,1495736
Kahramanmaraş,Nurhak,123,3+1,20,7,Kombi,Yok,Yok,Evet,872935
Kahramanmaraş,Nurhak,136,1+1,27,18,Soba,Yok,Yok,Hayır,986840
Kahramanmaraş,Nurhak,173,4+1,13,5,Kombi,Yok,Var,Hayır,1154799
Kahramanmaraş,Nurhak,71,2+1,18,5,Kombi,Var,Yok,Evet,674770
Kahramanmaraş,Onikişubat,246,4+1,17,17,Kombi,Yok,Var,Hayır,1669240
Kahramanmaraş,Onikişubat,212,4+1,17,8,Soba,Yok,Var,Hayır,1703184
Kahramanmaraş,Onikişubat,220,2+1,6,13,Merkezi,Yok,Yok,Hayır,1601120
Kahramanmaraş,Onikişubat,100,2+1,24,0,Soba,Var,Yok,Hayır,1060000
Kahramanmaraş,Onikişubat,102,2+1,6,16,Soba,Var,Yok,Hayır,985906
Kahramanmaraş,Onikişubat,58,3+1,16,14,Merkezi,Var,Yok,Hayır,855034
Kahramanmaraş,Onikişubat,135,3+1,24,5,Merkezi,Var,Yok,Evet,1253230
Kahramanmaraş,Onikişubat,246,1+1,7,11,Merkezi,Yok,Yok,Hayır,1345750
Kahramanmaraş,Onikişubat,109,4+1,14,12,Soba,Yok,Var,Evet,1227996
Kahramanmaraş,Onikişubat,58,4+1,9,3,Soba,Yok,Var,Hayır,871680
Kahramanmaraş,Pazarcık,114,1+1,3,16,Soba,Var,Var,Hayır,751576
Kahramanmaraş,Pazarcık,127,1+1,2,11,Kombi,Yok,Var,Hayır,775666
Kahramanmaraş,Pazarcık,142,4+1,29,17,Merkezi,Var,Yok,Hayır,1009464
Kahramanmaraş,Pazarcık,135,2+1,9,15,Kombi,Var,Var,Evet,761260
Kahramanmaraş,Pazarcık,241,3+1,30,10,Merkezi,Yok,Yok,Hayır,1078897
Kahramanmaraş,Pazarcık,155,1+1,9,4,Kombi,Var,Yok,Hayır,807960
Kahramanmaraş,Pazarcık,199,3+1,14,7,Merkezi,Yok,Var,Hayır,1144061
Kahramanmaraş,Pazarcık,93,1+1,8,9,Merkezi,Yok,Var,Hayır,835891
Kahramanmaraş,Pazarcık,70,2+1,14,5,Soba,Var,Var,Evet,699530
Kahramanmaraş,Pazarcık,215,2+1,12,17,Merkezi,Var,Yok,Hayır,1468550
Kahramanmaraş,Türkoğlu,198,3+1,11,16,Merkezi,Var,Yok,Hayır,1184674
Kahramanmaraş,Türkoğlu,225,2+1,4,1,Kombi,Yok,Yok,Hayır,1480450
Kahramanmaraş,Türkoğlu,224,1+1,24,2,Soba,Yok,Yok,Evet,993152
Kahramanmaraş,Türkoğlu,119,2+1,16,13,Soba,Var,Var,Evet,839348
Kahramanmaraş,Türkoğlu,199,2+1,11,6,Kombi,Yok,Yok,Hayır,969140
Kahramanmaraş,Türkoğlu,164,2+1,22,0,Merkezi,Yok,Var,Evet,912172
Kahramanmaraş,Türkoğlu,149,1+1,12,8,Soba,Yok,Var,Hayır,1058133
Kahramanmaraş,Türkoğlu,79,2+1,30,11,Kombi,Yok,Yok,Evet,635578
Kahramanmaraş,Türkoğlu,161,3+1,8,17,Merkezi,Yok,Yok,Evet,902320
Kahramanmaraş,Türkoğlu,69,4+1,23,18,Soba,Var,Yok,Hayır,635911
Kahramanmaraş,Çağlayancerit,161,4+1,22,16,Kombi,Yok,Var,Hayır,1101155
Kahramanmaraş,Çağlayancerit,207,3+1,29,19,Soba,Yok,Yok,Evet,1019137
Kahramanmaraş,Çağlayancerit,188,3+1,28,5,Merkezi,Yok,Var,Hayır,1222312
Kahramanmaraş,Çağlayancerit,99,2+1,22,5,Merkezi,Yok,Var,Hayır,738580
Kahramanmaraş,Çağlayancerit,117,4+1,4,17,Merkezi,Yok,Yok,Evet,714028
Kahramanmaraş,Çağlayancerit,162,4+1,28,20,Soba,Yok,Var,Evet,825736
Kahramanmaraş,Çağlayancerit,141,4+1,9,6,Kombi,Yok,Var,Hayır,967243
Kahramanmaraş,Çağlayancerit,125,2+1,30,0,Kombi,Yok,Var,Hayır,802000
Kahramanmaraş,Çağlayancerit,156,2+1,8,12,Soba,Yok,Yok,Evet,1002160
Kahramanmaraş,Çağlayancerit,243,3+1,19,4,Merkezi,Var,Var,Hayır,1058773
Karabük,Eflani,234,4+1,18,18,Merkezi,Yok,Yok,Evet,1396372
Karabük,Eflani,67,1+1,20,13,Kombi,Yok,Yok,Evet,697815
Karabük,Eflani,200,3+1,26,20,Kombi,Var,Var,Evet,1233000
Karabük,Eflani,223,4+1,8,19,Kombi,Var,Var,Evet,1512770
Karabük,Eflani,115,3+1,29,17,Soba,Var,Var,Evet,806640
Karabük,Eflani,200,2+1,23,20,Soba,Var,Var,Evet,1366800
Karabük,Eflani,103,2+1,23,14,Kombi,Var,Yok,Hayır,734956
Karabük,Eflani,171,3+1,29,3,Soba,Yok,Var,Evet,870763
Karabük,Eflani,109,1+1,12,13,Kombi,Var,Yok,Hayır,778339
Karabük,Eflani,189,4+1,28,0,Kombi,Var,Yok,Evet,1233490
Karabük,Eskipazar,152,2+1,27,9,Soba,Var,Var,Hayır,1057704
Karabük,Eskipazar,78,2+1,23,12,Soba,Var,Yok,Evet,616684
Karabük,Eskipazar,236,3+1,4,13,Soba,Var,Var,Evet,1456100
Karabük,Eskipazar,147,2+1,15,2,Soba,Yok,Yok,Evet,819979
Karabük,Eskipazar,247,4+1,24,17,Soba,Var,Yok,Hayır,1374415
Karabük,Eskipazar,183,3+1,18,9,Merkezi,Var,Var,Evet,1212703
Karabük,Eskipazar,200,4+1,16,19,Soba,Var,Var,Evet,925400
Karabük,Eskipazar,218,2+1,8,4,Merkezi,Var,Yok,Evet,1167796
Karabük,Eskipazar,173,1+1,24,17,Merkezi,Yok,Var,Hayır,1134385
Karabük,Eskipazar,157,1+1,13,20,Merkezi,Yok,Yok,Evet,1126596
Karabük,Karabük Merkez,126,4+1,13,20,Merkezi,Yok,Yok,Hayır,1030624
Karabük,Karabük Merkez,102,2+1,2,16,Kombi,Var,Yok,Hayır,1030480
Karabük,Karabük Merkez,72,2+1,23,9,Merkezi,Var,Yok,Hayır,1017880
Karabük,Karabük Merkez,90,4+1,22,12,Soba,Var,Var,Hayır,1098610
Karabük,Karabük Merkez,233,3+1,6,15,Soba,Yok,Yok,Hayır,1832613
Karabük,Karabük Merkez,141,4+1,5,18,Soba,Yok,Yok,Evet,1064203
Karabük,Karabük Merkez,66,2+1,22,5,Kombi,Yok,Var,Hayır,958786
Karabük,Karabük Merkez,213,2+1,20,3,Soba,Yok,Var,Hayır,1341769
Karabük,Karabük Merkez,87,2+1,15,17,Soba,Yok,Var,Evet,953779
Karabük,Karabük Merkez,208,2+1,14,1,Kombi,Var,Var,Hayır,1665328
Karabük,Ovacık,163,3+1,28,18,Merkezi,Var,Var,Evet,1008805
Karabük,Ovacık,152,4+1,11,6,Merkezi,Yok,Var,Hayır,1077464
Karabük,Ovacık,153,2+1,29,4,Soba,Yok,Var,Evet,1065550
Karabük,Ovacık,221,3+1,21,16,Merkezi,Var,Yok,Evet,1253060
Karabük,Ovacık,143,4+1,30,3,Kombi,Var,Yok,Hayır,848019
Karabük,Ovacık,206,4+1,7,18,Soba,Var,Yok,Evet,1393744
Karabük,Ovacık,106,1+1,22,14,Soba,Var,Var,Hayır,802800
Karabük,Ovacık,243,1+1,9,5,Soba,Yok,Var,Hayır,1044679
Karabük,Ovacık,191,4+1,5,11,Merkezi,Yok,Var,Hayır,933463
Karabük,Ovacık,161,3+1,2,20,Soba,Yok,Yok,Evet,880263
Karabük,Safranbolu,226,3+1,7,10,Merkezi,Var,Var,Hayır,1087266
Karabük,Safranbolu,76,2+1,24,20,Soba,Var,Yok,Hayır,607632
Karabük,Safranbolu,141,4+1,5,10,Soba,Var,Yok,Hayır,805375
Karabük,Safranbolu,198,1+1,18,11,Merkezi,Var,Yok,Evet,1008652
Karabük,Safranbolu,125,3+1,12,9,Merkezi,Yok,Yok,Evet,946875
Karabük,Safranbolu,112,4+1,6,5,Soba,Var,Yok,Evet,920016
Karabük,Safranbolu,242,1+1,29,15,Merkezi,Var,Yok,Evet,1167382
Karabük,Safranbolu,206,2+1,21,3,Merkezi,Yok,Var,Evet,1086392
Karabük,Safranbolu,62,1+1,16,3,Kombi,Yok,Var,Hayır,573414
Karabük,Safranbolu,76,3+1,29,20,Kombi,Var,Yok,Hayır,728244
Karabük,Yenice,90,3+1,6,12,Soba,Yok,Var,Hayır,784750
Karabük,Yenice,192,2+1,29,13,Soba,Var,Var,Hayır,972544
Karabük,Yenice,87,4+1,22,15,Merkezi,Var,Yok,Hayır,738778
Karabük,Yenice,169,1+1,9,0,Merkezi,Var,Var,Evet,1031046
Karabük,Yenice,245,4+1,6,18,Merkezi,Yok,Yok,Hayır,1491475
Karabük,Yenice,185,2+1,18,11,Merkezi,Yok,Yok,Evet,1225100
Karabük,Yenice,150,1+1,15,3,Merkezi,Yok,Yok,Evet,856150
Karabük,Yenice,76,2+1,1,2,Soba,Yok,Yok,Evet,654904
Karabük,Yenice,125,2+1,8,7,Soba,Var,Var,Evet,1001000
Karabük,Yenice,198,4+1,17,5,Soba,Var,Var,Hayır,918958
Karaman,Ayrancı,218,1+1,27,0,Kombi,Var,Var,Hayır,1103268
Karaman,Ayrancı,132,3+1,25,7,Merkezi,Yok,Var,Hayır,953080
Karaman,Ayrancı,184,2+1,29,12,Kombi,Yok,Var,Evet,1040872
Karaman,Ayrancı,186,4+1,10,15,Merkezi,Var,Yok,Hayır,1192918
Karaman,Ayrancı,96,1+1,23,14,Kombi,Var,Var,Evet,656992
Karaman,Ayrancı,229,3+1,3,1,Merkezi,Var,Var,Evet,1149288
Karaman,Ayrancı,115,3+1,15,12,Soba,Yok,Yok,Hayır,877940
Karaman,Ayrancı,238,1+1,6,13,Merkezi,Yok,Yok,Hayır,1066162
Karaman,Ayrancı,239,4+1,26,14,Merkezi,Var,Var,Hayır,1330666
Karaman,Ayrancı,176,2+1,13,6,Merkezi,Yok,Yok,Evet,1170528
Karaman,Başyayla,70,2+1,10,7,Merkezi,Var,Var,Hayır,622250
Karaman,Başyayla,178,3+1,1,4,Merkezi,Yok,Var,Hayır,1236422
Karaman,Başyayla,192,3+1,11,1,Soba,Yok,Yok,Hayır,1311424
Karaman,Başyayla,96,1+1,25,4,Merkezi,Var,Yok,Evet,776704
Karaman,Başyayla,196,4+1,23,19,Merkezi,Var,Var,Evet,970948
Karaman,Başyayla,100,2+1,1,14,Merkezi,Yok,Yok,Hayır,668300
Karaman,Başyayla,180,1+1,15,8,Kombi,Var,Yok,Hayır,896260
Karaman,Başyayla,236,2+1,1,2,Merkezi,Var,Yok,Evet,1499288
Karaman,Başyayla,127,4+1,5,19,Soba,Var,Yok,Evet,891363
Karaman,Başyayla,206,3+1,8,10,Kombi,Var,Yok,Evet,1186714
Karaman,Ermenek,142,2+1,19,2,Kombi,Var,Var,Evet,854968
Karaman,Ermenek,59,4+1,9,15,Soba,Yok,Var,Evet,591632
Karaman,Ermenek,99,1+1,14,3,Kombi,Var,Var,Evet,763924
Karaman,Ermenek,141,4+1,17,17,Soba,Var,Var,Hayır,1066366
Karaman,Ermenek,206,1+1,15,3,Merkezi,Yok,Yok,Hayır,1142630
Karaman,Ermenek,60,3+1,16,18,Soba,Var,Var,Evet,596260
Karaman,Ermenek,160,2+1,19,3,Kombi,Yok,Var,Hayır,1114400
Karaman,Ermenek,79,3+1,23,9,Kombi,Yok,Var,Evet,780464
Karaman,Ermenek,111,2+1,10,7,Soba,Var,Yok,Evet,829570
Karaman,Ermenek,147,4+1,27,10,Merkezi,Yok,Yok,Evet,1125592
Karaman,Karaman Merkez,223,1+1,22,7,Soba,Var,Var,Evet,1610732
Karaman,Karaman Merkez,103,3+1,30,1,Soba,Yok,Yok,Hayır,972435
Karaman,Karaman Merkez,85,3+1,14,13,Merkezi,Var,Var,Evet,1015690
Karaman,Karaman Merkez,209,2+1,6,16,Merkezi,Var,Yok,Evet,1583861
Karaman,Karaman Merkez,70,3+1,20,17,Kombi,Yok,Var,Evet,922530
Karaman,Karaman Merkez,142,2+1,0,4,Kombi,Yok,Yok,Evet,1231648
Karaman,Karaman Merkez,182,2+1,3,8,Soba,Yok,Var,Hayır,1600536
Karaman,Karaman Merkez,192,4+1,28,1,Merkezi,Var,Yok,Evet,1188256
Karaman,Karaman Merkez,83,1+1,9,10,Soba,Yok,Var,Evet,1113755
Karaman,Karaman Merkez,115,4+1,12,20,Merkezi,Var,Yok,Evet,992100
Karaman,Kazımkarabekir,56,1+1,15,9,Soba,Yok,Yok,Hayır,668184
Karaman,Kazımkarabekir,203,1+1,16,14,Soba,Var,Var,Hayır,1176881
Karaman,Kazımkarabekir,208,4+1,27,20,Merkezi,Var,Var,Hayır,1219104
Karaman,Kazımkarabekir,80,2+1,2,17,Soba,Yok,Var,Hayır,613040
Karaman,Kazımkarabekir,71,4+1,20,1,Merkezi,Var,Yok,Evet,684071
Karaman,Kazımkarabekir,61,1+1,20,1,Merkezi,Yok,Yok,Evet,590808
Karaman,Kazımkarabekir,228,4+1,11,1,Soba,Yok,Yok,Hayır,1488928
Karaman,Kazımkarabekir,93,4+1,7,4,Merkezi,Yok,Var,Evet,734242
Karaman,Kazımkarabekir,146,3+1,27,12,Soba,Yok,Yok,Evet,859316
Karaman,Kazımkarabekir,141,4+1,14,16,Soba,Var,Yok,Hayır,754192
Karaman,Sarıveliler,68,2+1,17,6,Merkezi,Var,Var,Hayır,735172
Karaman,Sarıveliler,110,3+1,13,5,Kombi,Yok,Yok,Evet,826910
Karaman,Sarıveliler,236,4+1,10,15,Kombi,Var,Var,Evet,1522652
Karaman,Sarıveliler,203,4+1,21,4,Kombi,Yok,Yok,Hayır,1361611
Karaman,Sarıveliler,204,1+1,9,1,Soba,Yok,Yok,Hayır,1360840
Karaman,Sarıveliler,61,2+1,20,3,Soba,Var,Var,Evet,697985
Karaman,Sarıveliler,77,2+1,4,13,Merkezi,Yok,Var,Hayır,758281
Karaman,Sarıveliler,216,2+1,17,6,Merkezi,Yok,Yok,Hayır,1302016
Karaman,Sarıveliler,219,2+1,16,12,Soba,Yok,Var,Hayır,1080652
Karaman,Sarıveliler,99,1+1,15,12,Kombi,Yok,Var,Evet,661459
Kars,Akyaka,162,2+1,0,7,Soba,Var,Yok,Evet,822820
